5'nucleotidase increased	5'nucléotidase augmentée
Pseudomembranous enterocolitis	Entérocolite pseudomembraneuse
Pseudomonal sepsis	Septicémie pseudomonale
Pseudomonas infection	Infection ? Pseudomonas
Pseudomononucleosis	Pseudomononucléose
Pseudoparkinsonism	Pseudoparkinsonisme
Pseudoporphyria	Pseudoporphyrie
Pseudotumor	Pseudotumeur
Psittacosis	Psittacose
Psoriasis	Psoriasis
Psoriasis flare-up	Poussée de psoriasis
Psoriasis of scalp	Psoriasis du cuir chevelu
Psoriasis vulgaris	Psoriasis vulgaris
Psoriatic arthropathy	Arthropathie psoriasique
Psoriatic plaque	Plaque psoriasique
Psychiatric decompensation	Décompensation psychiatrique
Psychiatric evaluation abnormal	Évaluation psychiatrique anormale
Psychiatric symptom	Symptôme psychiatrique
Psychic disturbance	Perturbation psychique
Psychomotor retardation	Retard psychomoteur
Psychomotor skills impaired	Compétences psychomotrices altérées
Psychosexual disorder	Trouble psychosexuel
Psychosis depressive	Psychose dépressive
Psychosomatic disease	Maladie psychosomatique
Psychotic behaviour	Comportement psychotique
Psychotic depression	Dépression psychotique
Psychotic disorder	Trouble psychotique
Psychotic episode	Épisode psychotique
Psychotic state	État psychotique
Pterygium	Ptérygion
PTH high	PTH élevé
Ptosis	Ptosis
Puberty	La puberté
Puerperal pyrexia	Pyrexie puerpérale
Pulmonary alveolar haemorrhage	Hémorragie alvéolaire pulmonaire
Pulmonary alveolitis	Alvéolite pulmonaire
Pulmonary arterial hypertension	Hypertension artérielle pulmonaire
Pulmonary arterial wedge pressure increased	Augmentation de la pression artérielle pulmonaire en coin
Pulmonary congestion	Congestion pulmonaire
Pulmonary embolism	Embolie pulmonaire
Pulmonary eosinophilia	Éosinophilie pulmonaire
Pulmonary fibrosis	Fibrose pulmonaire
Pulmonary function test abnormal	Test de fonction pulmonaire anormal
Pulmonary function test decreased	Le test de la fonction pulmonaire a diminué
Pulmonary granuloma	Granulome pulmonaire
Pulmonary haemorrhage	Hémorragie pulmonaire
Pulmonary hypertension	Hypertension pulmonaire
Pulmonary hypertension secondary	Hypertension pulmonaire secondaire
Pulmonary hypoplasia	Hypoplasie pulmonaire
Pulmonary infarction	Infarctus pulmonaire
Pulmonary lymphoma	Lymphome pulmonaire
Pulmonary mass	Masse pulmonaire
Pulmonary microemboli	Microembolies pulmonaires
Pulmonary oedema	?d?me pulmonaire
Pulmonary oil microembolism	Microembolie pulmonaire ? l'huile
Pulmonary ossification	Ossification pulmonaire
Pulmonary stenosis	Sténose pulmonaire
Pulmonary thromboembolism	Thromboembolie pulmonaire
Pulmonary thrombosis	Thrombose pulmonaire
Pulmonary toxicity	Toxicité pulmonaire
Pulmonary tuberculosis	Tuberculose pulmonaire
Pulmonary valve incompetence	Incompétence valvulaire pulmonaire
Pulmonary valve stenosis	Sténose valvulaire pulmonaire
Pulmonary vasculitis	Vascularite pulmonaire
Pulmonary veno-occlusive disease	Maladie veino-occlusive pulmonaire
Pulpitis dental	Pulpite dentaire
Pulse abnormal	Pouls anormal
Pulse absent	Pouls absent
Pulse irregular	Pouls irrégulier
Pulse pressure decreased	La pression d'impulsion a diminué
Pulse rate decrease marked	Baisse de la fréquence du pouls marquée
Pulseless electrical activity	Activité électrique sans impulsion
Punctate epithelial erosion	Érosion épithéliale ponctuée
Punctate keratitis	Kératite ponctuée
Puncture site haemorrhage	Hémorragie au site de ponction
Puncture site pain	Douleur au point de ponction
Puncture site reaction	Réaction au site de ponction
Punding	Punding
Pupillary deformity	Déformation pupillaire
Pupillary disorder	Trouble pupillaire
Pupillary reflex impaired	Réflexe pupillaire altéré
Pupils pinpoint	Les él?ves rep?rent
Pupils unequal	Él?ves inégaux
Purging	Purge
Purine metabolism disorder	Trouble du métabolisme des purines
Purple glove syndrome	Syndrome du gant violet
Purple toes syndrome	Syndrome des orteils violets
Purpura	Purpura
Purpura fulminans	Purpura fulminans
Purpura non-thrombocytopenic	Purpura non thrombocytopénique
Purpura senile	Purpura senile
Purpuric rash	Éruption cutanée purpurique
Pustular psoriasis	Psoriasis pustuleux
Pustule	Pustule
Pyelitis	Pyélite
Pyelocystitis	Pyélocystite
Pyelonephritis	Pyélonéphrite
Pyelonephritis acute	Pyélonéphrite aigu?
Pyelonephritis chronic	Pyélonéphrite chronique
Pyloric stenosis	Sténose pylorique
Pylorospasm	Pylorospasme
Pyoderma	Pyoderma
Pyoderma gangrenosum	Pyoderma gangrenosum
Pyogenic granuloma	Granulome pyog?ne
Pyometra	Pyometra
Pyramidal tract syndrome	Syndrome des voies pyramidales
Pyridoxine deficiency	Carence en pyridoxine
Pyuria	Pyuria
Q fever	Fi?vre Q
QRS axis abnormal	Axe QRS anormal
QRS complex	Complexe QRS
QRS voltage decreased	La tension QRS a diminué
Quadriparesis	Quadriparesis
Quadriplegia	Quadriplégie
Quartan malaria	Paludisme ? Quartan
Queensland tick typhus	Typhus ? tiques du Queensland
Racing thoughts	Pensées de course
Radial nerve palsy	Paralysie du nerf radial
Radiation injury	Blessure par radiation
Radiation myelopathy	Myélopathie radiologique
Radiation oesophagitis	Oesophagite radique
Radiation pneumonitis	Pneumopathie radique
Radiation recall reaction (dermatologic)	Réaction de rappel de rayonnement (dermatologique)
Radiation recall syndrome	Syndrome de rappel radiologique
Radiation skin injury	Radiation lésion cutanée
Radicular pain	Douleur radiculaire
Radiculitis	Radiculite
Radiculopathy	Radiculopathie
Radius fracture	Fracture du rayon
Rage	Rage
Raised liver function tests	Augmentation des tests de la fonction hépatique
Raised serum lipid levels	Augmentation des taux de lipides sériques
Raised serum uric acid	Augmentation de l'acide urique sérique
Rales	Rales
Rash	Éruption
Rash both legs	Éruption cutanée des deux jambes
Rash bullous	Éruption cutanée bulleuse
Rash erythematous	Éruption érythémateuse
Rash follicular	Éruption folliculaire
Rash generalised	Éruption cutanée généralisée
Rash macular	Éruption maculaire
Rash maculo-papular	Éruption maculo-papulaire
Rash morbilliform	Éruption morbilliforme
Rash mouth	Éruption cutanée
Rash papular	Éruption papuleuse
Rash pemphigoid	Éruption pemphigo?de
Rash psoriaform	Éruption psoriaform
Rash pustular	Éruption cutanée pustuleuse
Rash recurrent	Éruption cutanée récurrente
Rash scaly	Éruption cutanée écailleuse
Rash scarlatiniform	Éruption cutanée scarlatiniforme
Rash vesicular	Éruption vésiculaire
Rat-bite fever	Fi?vre par morsure de rat
Raynaud's disease	Maladie de Raynaud
Raynaud's phenomenon	Phénom?ne de raynaud
Raynaud-like disorder	Trouble de type Raynaud
Reaction aggravation	Aggravation de la réaction
Reaction febrile	Réaction fébrile
Reaction gastrointestinal	Réaction gastro-intestinale
Reaction to drug excipients	Réaction aux excipients médicamenteux
Reactive depression	Dépression réactive
Rebound effect	L'effet de rebondissement
Rebound hypertension	Hypertension de rebond
Recall phenomenon	Phénom?ne de rappel
Reciprocating tachycardia	Tachycardie alternative
Rectal abscess	Abc?s rectal
Rectal cancer	Cancer rectal
Rectal cramps	Crampes rectales
Rectal discharge	Décharge rectale
Rectal disorder	Trouble rectal
Rectal fistula	Fistule rectale
Rectal haemorrhage	Hémorragie rectale
Rectal mass	Masse rectale
Rectal polyp	Polype rectal
Rectal prolapse	Prolapsus rectal
Rectal spasm	Spasme rectal
Rectal tenesmus	Ténesme rectal
Rectal ulcer	Ulc?re rectal
Rectocele	Rectoc?le
Recurrence of neuromuscular blockade	Récurrence du blocage neuromusculaire
Recurrent depressive disorder	Trouble dépressif récurrent
Recurrent erosion of cornea	Érosion récurrente de la cornée
Recurrent infection	Infection récurrente
Recurrent pulmonary embolism	Embolie pulmonaire récurrente
Recurrent urinary tract infection	Infection récurrente des voies urinaires
Recurrent ventricular fibrillation	Fibrillation ventriculaire récurrente
Red blood cell abnormality	Anomalie des globules rouges
Red blood cell count decreased	Le nombre de globules rouges a diminué
Red blood cell count increased	Augmentation du nombre de globules rouges
Red blood cell disorders	Troubles des globules rouges
Red blood cell sedimentation rate increased	Augmentation du taux de sédimentation des globules rouges
Red blood cells semen positive	Sérum des globules rouges positif
Red blotches	Taches rouges
Red cell aplasia	Aplasie des globules rouges
Red cell distribution width increased	Augmentation de la largeur de distribution des globules rouges
Red man syndrome	Syndrome de l'homme rouge
Red neck	Col rouge
Redness	Rougeur
Redness gum	Gomme de rougeur
Redness of face	Rougeur du visage
Reduced interest in usual activities	Intér?t réduit pour les activités habituelles
Reflex bradycardia	Bradycardie réflexe
Reflex sympathetic dystrophy	Dystrophie sympathique réflexe
Reflex tachycardia	Tachycardie réflexe
Reflexes abnormal	Réflexes anormaux
Reflux esophagitis	Oesophagite par reflux
Reflux gastritis	Gastrite par reflux
Refraction disorder	Trouble de réfraction
Refractory anaemia with an excess of blasts	Anémie réfractaire avec exc?s de blastes
Refractory anemia	Anémie réfractaire
Refractory anemia with excess blasts in transformation	Anémie réfractaire avec exc?s de blastes en transformation
Refractory cytopenia with unilineage dysplasia	Cytopénie réfractaire avec dysplasie unilineage
Refractory hypertension	Hypertension réfractaire
Regurgitation	Régurgitation
Regurgitation of food	Régurgitation des aliments
Rejection acute renal	Rejet aigu rénal
Relapsing fever	Fi?vre récurrente
Relapsing polychondritis	Polychondrite en rechute
Relapsing-remitting multiple sclerosis	Sclérose en plaques récurrente-rémittente
Renal abscess	Abc?s rénal
Renal agenesis	Agénésie rénale
Renal aplasia	Aplasie rénale
Renal artery stenosis	Sténose de l'art?re rénale
Renal artery thrombosis	Thrombose de l'art?re rénale
Renal cancer	Cancer du rein
Renal carcinoma	Carcinome rénal
Renal cell carcinoma	Carcinome ? cellules rénales
Renal clearances low	Dégagements rénaux faibles
Renal colic	Colique rénale
Renal cortical necrosis	Nécrose corticale rénale
Renal cyst	Kyste rénal
Renal dysgenesis	Dysgénésie rénale
Renal failure	Insuffisance rénale
Renal failure acute	Insuffisance rénale aigu?
Renal failure aggravated	Insuffisance rénale aggravée
Renal failure chronic	Insuffisance rénale chronique
Renal function test abnormal	Test de fonction rénale anormal
Renal graft loss	Perte de greffe rénale
Renal haemorrhage	Hémorragie rénale
Renal hypertension	Hypertension rénale
Renal impairment	Insuffisance rénale
Renal infarct	Infarctus rénal
Renal insufficiency aggravated	Insuffisance rénale aggravée
Renal mass	Masse rénale
Renal neoplasm	Néoplasme rénal
Renal osteodystrophy	Ostéodystrophie rénale
Renal pain	Douleur rénale
Renal papillary necrosis	Nécrose papillaire rénale
Renal rickets	Rachitisme rénal
Renal tubular acidosis	Acidose tubulaire rénale
Renal tubular disorder	Trouble tubulaire rénal
Renal tubular necrosis	Nécrose tubulaire rénale
Renal vasculitis	Vascularite rénale
Renal vein thrombosis	Thrombose veineuse rénale
Renal vessel disorder	Trouble des vaisseaux rénaux
Renin decreased	Renin a diminué
Renovascular hypertension	Hypertension rénovasculaire
Reperfusion injury	Blessure de reperfusion
Repetitive speech	Discours répétitif
Repetitive strain injury	Lésion de fatigue répétitive
Reproductive system haemorrhages	Hémorragies du syst?me reproducteur
Reproductive toxicity	Toxicité pour la reproduction
Reproductive tract disorder	Trouble de l'appareil reproducteur
Residual urine volume	Volume d'urine résiduel
Respiration abnormal	Respiration anormale
Respiration irregularity	Irrégularité respiratoire
Respiratory acidosis	Acidose respiratoire
Respiratory alkalosis	Alcalose respiratoire
Respiratory arrest	Arr?t respiratoire
Respiratory depression	Dépression respiratoire
Respiratory depth increased	Augmentation de la profondeur respiratoire
Respiratory disorder	Trouble respiratoire
Respiratory disorder neonatal	Trouble respiratoire néonatal
Respiratory disorders NEC	Affections respiratoires NCA
Respiratory distress	Détresse respiratoire
Respiratory distress syndrome	Syndrome de détresse respiratoire
Respiratory failure	Arr?t respiratoire
Respiratory failure aggravated	Insuffisance respiratoire aggravée
Respiratory fume inhalation disorder	Trouble d'inhalation des fumées respiratoires
Respiratory insufficiency	Insuffisance respiratoire
Respiratory moniliasis	Moniliase respiratoire
Respiratory paralysis	Paralysie respiratoire
Respiratory rate decreased	La fréquence respiratoire a diminué
Respiratory sighs	Soupirs respiratoires
Respiratory sounds decreased	Les sons respiratoires ont diminué
Respiratory syncytial virus infection	Infection par le virus respiratoire syncytial
Respiratory tract congestion	Congestion des voies respiratoires
Respiratory tract haemorrhage	Hémorragie des voies respiratoires
Respiratory tract infection	Infection des voies respiratoires
Respiratory tract infection viral	Infection des voies respiratoires virale
Respiratory tract oedema	Oed?me des voies respiratoires
Restless legs syndrome	Syndrome des jambes sans repos
Restlessness aggravated	Agitation aggravée
Restrictive cardiomyopathy	Cardiomyopathie restrictive
Retained placenta	Placenta conservé
Retained placenta or membranes	Placenta ou membranes conservés
Retching	Céchage
Retching reflex decreased	Le réflexe de vomissement a diminué
Retention gastric	Rétention gastrique
Reticulocytopenia	Réticulocytopénie
Reticulocytosis	Réticulocytose
Reticuloendothelial system stimulated	Syst?me réticuloendothélial stimulé
Reticuloendotheliosis	Réticuloendothéliose
Retinal aneurysm	Anévrisme rétinien
Retinal artery occlusion	Occlusion de l'art?re rétinienne
Retinal atrophy	Atrophie rétinienne
Retinal damage	Lésions rétiniennes
Retinal degeneration	Dégénérescence rétinienne
Retinal depigmentation	Dépigmentation rétinienne
Retinal deposits	Dépôts rétiniens
Retinal detachment	Décollement de la rétine
Retinal disorder	Trouble rétinien
Retinal exudates	Exsudats rétiniens
Retinal haemorrhage	Hémorragie rétinienne
Retinal injury	Lésion rétinienne
Retinal ischaemia	Ischémie rétinienne
Retinal oedema	Oed?me rétinien
Retinal pigment epithelial tear	Déchirure épithéliale du pigment rétinien
Retinal pigmentation	Pigmentation rétinienne
Retinal scar	Cicatrice rétinienne
Retinal tear	Déchirure rétinienne
Retinal toxicity	Toxicité rétinienne
Retinal vascular disorder	Trouble vasculaire rétinien
Retinal vascular occlusion	Occlusion vasculaire rétinienne
Retinal vascular thrombosis	Thrombose vasculaire rétinienne
Retinal vein branch occlusion	Occlusion d'une branche veineuse rétinienne
Retinal vein occlusion	Occlusion veineuse rétinienne
Retinal vein thrombosis	Thrombose veineuse rétinienne
Retinitis	Rétinite
Retinoblastoma	Rétinoblastome
Retinogram abnormal	Rétinogramme anormal
Retinoic acid syndrome	Syndrome d'acide rétino?que
Retinopathy of prematurity	Rétinopathie de prématurité
Retinopathy proliferative	Rétinopathie proliférative
Retrograde amnesia	Amnésie rétrograde
Retrograde ejaculation	Éjaculation rétrograde
Retroperitoneal fibrosis	Fibrose rétropéritonéale
Retroperitoneal haematoma	Hématome rétropéritonéal
Retroperitoneal haemorrhage	Hémorragie rétropéritonéale
Retrosternal discomfort	G?ne rétrosternale
Retrosternal pain	Douleur rétrosternale
Reversible airways obstruction	Obstruction réversible des voies respiratoires
Reversible cerebral vasoconstriction syndrome	Syndrome de vasoconstriction cérébrale réversible
Reversible ischaemic neurological deficit	Déficit neurologique ischémique réversible
Reye's syndrome	Syndrome de Reye
Rhabdomyolysis	Rhabdomyolyse
Rhabdomyosarcoma	Rhabdomyosarcome
Rhesus incompatibility	Incompatibilité rhésus
Rheumatic disorder	Trouble rhumatismal
Rheumatic fever	Rhumatisme articulaire aigu
Rheumatic heart disease	Cardiopathie rhumatismale
Rheumatism	Rhumatisme
Rheumatoid arthritis	La polyarthrite rhumato?de
Rheumatoid arthritis aggravated	Arthrite rhumato?de aggravée
Rhinalgia	Rhinalgia
Rhinitis	Rhinite
Rhinitis allergic	Rhinite allergique
Rhinitis atrophic	Rhinite atrophique
Rhinitis perennial	Rhinite vivace
Rhinitis seasonal	Rhinite saisonni?re
Rhinitis ulcerative	Rhinite ulcéreuse
Rhinorrhoea	Rhinorrhée
Rhinosinusitis	Rhinosinusite
Rhonchi	Rhonchi
Rhythm idioventricular	Rythme idioventriculaire
Rib fracture	Fracture des côtes
Rib pain	Douleur aux côtes
Rickets	Rachitisme
Rickets (vitamin D resistant)	Rickets (résistant ? la vitamine D)
Rickets familial hypophosphataemic	Hypophosphatémie familiale de rachitisme
Rickettsialpox	Rickettsialpox
Right upper quadrant pain	Douleur dans le quadrant supérieur droit
Right ventricular failure	Insuffisance ventriculaire droite
Rigors	Rigueur
Risus sardonicus	Risus sardonicus
Road traffic accident	Accident de la circulation
Rocky mountain spotted fever	Fi?vre pourprée
Rosacea	Rosacée
Rotator cuff syndrome	Syndrome de la coiffe des rotateurs
Rubber sensitivity	Sensibilité au caoutchouc
Rubella	Rubéole
Sacroiliitis	Sacroiliite
Salaam's tic	Tic de Salaam
Saliva altered	Salive altérée
Salivary duct obstruction	Obstruction du canal salivaire
Salivary gland conditions	Conditions des glandes salivaires
Salivary gland disorder	Trouble des glandes salivaires
Salivary gland enlargement	L'élargissement des glandes salivaires
Salivary gland pain	Douleurs des glandes salivaires
Salivary gland swelling	Gonflement des glandes salivaires
Salivary hypersecretion	Hypersécrétion salivaire
Salivation	Salivation
Salmonella sepsis	Salmonella sepsis
Salmonellosis	Salmonellose
Salpingitis	Salpingite
Salpingo-oophoritis	Salpingo-ovarite
Sarcoidosis	Sarco?dose
Sarcoma	Sarcome
Sarcoma uterus	Sarcome utérus
Scab	Gale
Scabies	Gale
Scald	Ébouillanter
Scar	Cicatrice
Scar pain	Douleur cicatricielle
Scarlet fever	Scarlatine
Schizoaffective disorder	Trouble schizo-affectif
Schizophrenia	Schizophrénie
Schizophrenia and other psychotic disorders	Schizophrénie et autres troubles psychotiques
Schizophrenia, paranoid type	Schizophrénie, type parano?aque
Schizophrenic reaction	Réaction schizophrénique
Schizophreniform disorder	Trouble schizophréniforme
Schwannoma	Schwannoma
Sciatica	Sciatique
Scintillating scotoma	Scotome scintillant
Scleral discolouration	Décoloration sclérale
Scleral disorder	Trouble scléral
Scleral haemorrhage	Hémorragie sclérale
Scleral hyperaemia	Hyperémie sclérale
Scleral icterus	Icterus scléral
Scleral pigmentation	Pigmentation sclérale
Scleral thinning	Amincissement scléral
Scleritis	La sclérite
Scleroderma	La sclérodermie
Scleromalacia	Scléromalacie
Sclerosing encapsulating peritonitis	Péritonite encapsulante sclérosante
Scoliosis	Scoliose
Scotoma	Scotoma
Scotoma annular	Scotoma annulaire
Scotoma of blind spot area	Scotoma de la zone d'angle mort
Scratch	Rayure
Screaming	En hurlant
Scrotal disorder	Trouble du scrotum
Scrotal erythema	Éryth?me scrotal
Scrotal oedema	?d?me scrotal
Scrotal pain	Douleur scrotale
Scrotal swelling	Gonflement du scrotum
Scrotal ulcer	Ulc?re du scrotum
Scrub typhus	Gommage typhus
Scurvy	Scorbut
Seasonal affective disorder	Trouble affectif saisonnier
Seasonal allergy	Allergie saisonni?re
Sebaceous gland disorder	Trouble de la glande sébacée
Sebaceous hyperplasia	Hyperplasie sébacée
Seborrhoeic dermatitis	Dermatite séborrhéique
Seborrhoeic keratosis	Kératose séborrhéique
Secondary adrenal insufficiency	Insuffisance surrénalienne secondaire
Secondary adrenocortical insufficiency	Insuffisance corticosurrénale secondaire
Secondary aldosteronism	Aldostéronisme secondaire
Secondary anemia	Anémie secondaire
Secondary glaucoma	Glaucome secondaire
Secondary gout	Goutte secondaire
Secondary hypertension	Hypertension secondaire
Secondary hypogonadism	Hypogonadisme secondaire
Secondary infection	Infection secondaire
Secondary parkinsonism	Parkinsonisme secondaire
Secondary progressive multiple sclerosis	Sclérose en plaques progressive secondaire
Secondary syphilis	Syphilis secondaire
Secondary thrombocytopenia	Thrombocytopénie secondaire
Sedation	Sédation
Seizure cerebral	Crise cérébrale
Self injurious behaviour	Comportement d'automutilation
Self mutilation	Auto-mutilation
Self-injurious ideation	Idéation d'automutilation
Semen abnormal	Sperme anormal
Semen analysis abnormal	Analyse de sperme anormale
Semen volume decreased	Le volume de sperme a diminué
Senile ankylosing vertebral hyperostosis	Hyperostose vertébrale ankylosante sénile
Senile dementia	Démence sénile
Senile pruritus	Prurit sénile
Senile psychosis	Psychose sénile
Senility	Sénilité
Sensation of blood flow	Sensation de circulation sanguine
Sensation of foreign body	Sensation de corps étranger
Sensation of heat	Sensation de chaleur
Sensation of heaviness	Sensation de lourdeur
Sensation of pressure	Sensation de pression
Sensation of warmth	Sensation de chaleur
Sense of oppression	Sentiment d'oppression
Sensitisation	Sensibilisation
Sensitivity of teeth	Sensibilité des dents
Sensorimotor disorder	Trouble sensorimoteur
Sensory ataxia	Ataxie sensorielle
Sensory disturbance	Perturbation sensorielle
Sensory loss	Perte sensorielle
Separation	Séparation
Sepsis	État septique
Sepsis neonatal	Septicémie néonatale
Sepsis secondary	Septicémie secondaire
Septic arthritis streptobacillus	Streptobacille arthrite septique
Septic joint	Articulation septique
Septic shock	Choc septique
Septicaemia due to gram-negative organism, unspecified	Septicémie due ? un organisme gram négatif, sans précision
Septicemia	Septicémie
Seroma	Seroma
Serositis	Sérite
Serotonin syndrome	Syndrome sérotoninergique
Serous retinal detachment	Décollement séreux de la rétine
Serum albumin decreased	L'albumine sérique a diminué
Serum amylase increased	Amylase sérique augmentée
Serum bicarbonate increased	Augmentation du bicarbonate sérique
Serum bilirubin increased	Augmentation de la bilirubine sérique
Serum calcium decreased	Calcium sérique diminué
Serum calcium increased	Calcium sérique augmenté
Serum cholesterol normal	Cholestérol sérique normal
Serum creatinine abnormal	Créatinine sérique anormale
Serum creatinine decreased	La créatinine sérique a diminué
Serum creatinine increased	Augmentation de la créatinine sérique
Serum ferritin decreased	La ferritine sérique a diminué
Serum ferritin increased	Augmentation de la ferritine sérique
Serum gastrin increased	Augmentation de la gastrine sérique
Serum iron decreased	Fer sérique diminué
Serum iron increased	Fer sérique augmenté
Serum osmolality increased	Augmentation de l'osmolalité sérique
Serum phosphate increased	Phosphate sérique augmenté
Serum potassium abnormal	Potassium sérique anormal
Serum potassium decreased	Potassium sérique diminué
Serum potassium increased	Potassium sérique augmenté
Serum prolactin decreased	La prolactine sérique a diminué
Serum prolactin increased	Augmentation de la prolactine sérique
Serum sickness	Maladie sérique
Serum sickness-like reaction	Réaction de type maladie sérique
Serum sodium abnormal	Anémie sodique
Serum testosterone decreased	La testostérone sérique a diminué
Serum testosterone increased	Augmentation de la testostérone sérique
Serum total protein decreased	Les protéines sériques totales ont diminué
Serum transaminase increased	Augmentation de la transaminase sérique
Serum triglycerides increased	Augmentation des triglycérides sériques
Serum urea increased	Augmentation de l'urée sérique
Severe acute respiratory syndrome	Syndrome respiratoire aigu sév?re
Sexual abuse	Abus sexuel
Sexual assault	Agression sexuelle
Sexual assault victim	Victime d'agression sexuelle
Sexual desire disorders	Troubles du désir sexuel
Sexual dysfunction	Dysfonction sexuelle
Sexually active	Sexuellement actif
Sexually transmitted disease	Maladie sexuellement transmissible
Shakiness	Tremblement
Shaky feelings	Sentiments tremblants
Shallow breathing	Respiration superficielle
Shift to the left	Déplacer vers la gauche
Shigella infection	Infection ? Shigella
Shivering	Frissonnant
Shock	Choc
Shock haemorrhagic	Choc hémorragique
Shock hypoglycaemic	Hypoglycémie de choc
Shock insulin	Insuline de choc
Short period	Courte période
Short-bowel syndrome	Syndrome de l'intestin court
Short-term memory loss	Perte de mémoire ? court terme
Shortened cervix	Col raccourci
Shoulder pain	Mal d'épaule
Shunt infection	Infection shunt
Shunt thrombosis	Thrombose shunt
Shutdown renal	Arr?t rénal
Shy-Drager syndrome	Syndrome de Shy-Drager
Sialoadenitis	Sialoadénite
Sick sinus syndrome	Maladie du sinus
Sickle cell anaemia	L'anémie falciforme
Sickle cell anaemia with crisis	Anémie falciforme avec crise
Sickness	Maladie
Sideroblastic anaemia	Anémie sidéroblastique
Silicosis	Silicose
Simple partial seizures	Saisies partielles simples
Single functional kidney	Rein simple fonctionnel
Single umbilical artery	Art?re ombilicale unique
Sinoatrial block	Bloc sino-auriculaire
Sinoatrial node dysfunction	Dysfonctionnement ganglionnaire sino-auriculaire
Sinobronchitis	Sinobronchite
Sinus arrest	Arrestation des sinus
Sinus arrhythmia	Arythmie sinusale
Sinus bradycardia	Bradycardie sinusale
Sinus congestion	Congestion des sinus
Sinus disorder	Trouble des sinus
Sinus headache	Mal de t?te sinus
Sinus operation	Fonctionnement des sinus
Sinus pain	Douleur des sinus
Sinus rhythm	Un rythme sinusal
Sinus tachycardia	Tachycardie sinusale
Sinusitis	Sinusite
Sinusitis bacterial	Sinusite bactérienne
Sjogren's syndrome	le syndrome de Sjogren
Skeletal injury	Blessure squelettique
Skeletal muscle paralysis	Paralysie des muscles squelettiques
Skin atrophy	Atrophie cutanée
Skin bacterial infection	Infection bactérienne cutanée
Skin bleeding	Saignement cutané
Skin breakdown	Décomposition de la peau
Skin burning sensation	Sensation de br?lure cutanée
Skin callus	Callus cutané
Skin cancer	Cancer de la peau
Skin candida	Candidose cutanée
Skin carcinoma	Carcinome cutané
Skin cold clammy	Peau moite et froide
Skin depigmentation	Dépigmentation cutanée
Skin discolouration	Décoloration de la peau
Skin discomfort	G?ne cutanée
Skin disorder	Troubles de la peau
Skin erosion	Érosion cutanée
Skin exfoliation	Exfoliation cutanée
Skin fibrosis	Fibrose cutanée
Skin fissures	Fissures cutanées
Skin fragility	Fragilité cutanée
Skin haemorrhage	Hémorragie cutanée
Skin hyperpigmentation	Hyperpigmentation cutanée
Skin hypertrophy	Hypertrophie cutanée
Skin induration	Induration cutanée
Skin infection	Infection de la peau
Skin irritation	Irritation de la peau
Skin laceration	Lacération cutanée
Skin lesion	Lésion de la peau
Skin maceration	Macération cutanée
Skin mass	Masse cutanée
Skin necrosis	Nécrose cutanée
Skin nodule	Nodule cutané
Skin odour abnormal	Odeur cutanée anormale
Skin oedema	Oed?me cutané
Skin papilloma	Papillome cutané
Skin reaction	Réaction cutanée
Skin roughness	Rugosité de la peau
Skin scaly	Peau écailleuse
Skin scarring	Cicatrices cutanées
Skin sensitisation	Sensibilisation cutanée
Skin striae	Stries cutanées
Skin swelling	Gonflement de la peau
Skin tear	Déchirure de la peau
Skin tenderness	Sensibilité cutanée
Skin test positive	Test cutané positif
Skin test reaction	Réaction au test cutané
Skin thickening	Épaississement de la peau
Skin thinness	Amincissement de la peau
Skin tightness	Tiraillement cutané
Skin toxicity	Toxicité cutanée
Skin ulcer	Ulc?re cutané
Skin warm	Peau chaude
Skin wound	Blessure cutanée
Skin wrinkling	Rides de la peau
Skin xerosis	Xérose cutanée
Skipped beats	Battements ignorés
Skull hypoplasia	Hypoplasie du cr?ne
Skull malformation	Malformation du cr?ne
Sleep apnoea syndrome	Syndrome d'apnée du sommeil
Sleep attacks	Attaques de sommeil
Sleep disorder	Troubles du sommeil
Sleep disturbance	Trouble du sommeil
Sleep paralysis	Paralysie du sommeil
Sleep phase rhythm disturbance	Perturbation du rythme de la phase de sommeil
Sleep talking	Parler en dormant
Sleep terror	Terreur du sommeil
Slipped femoral capital epiphysis	Épiphyse du capital fémoral glissé
Slough injection site	Site d'injection Slough
Slow speech	Discours lent
Sluggishness	Lenteur
Slurred speech	Troubles de l'élocution
Small bowel angioedema	Angio-?d?me de l'intestin gr?le
Small cell carcinoma	Carcinome ? petites cellules
Small cell lung cancer	Cancer du poumon ? petites cellules
Small cell lung cancer recurrent	Cancer du poumon ? petites cellules récurrent
Small intestinal obstruction	Petite obstruction intestinale
Small intestinal perforation	Petite perforation intestinale
Small intestine ulcer	Ulc?re de l'intestin gr?le
Smarting	Picotement
Smear cervix abnormal	Frottis cervical anormal
Smear cervix normal	Frottis cervical normal
Smoke inhalation	Inhalation de fumée
Sneezing	Éternuements
Sneezing excessive	Éternuements excessifs
Snoring	Ronflement
Social avoidant behaviour	Comportement d'évitement social
Social fear	Peur sociale
Social phobia	Phobie sociale
Social withdrawal	Retrait social
Sodium decreased	Le sodium a diminué
Sodium high	Sodium élevé
Soft stools	Tabourets mous
Soft tissue disorder	Trouble des tissus mous
Soft tissue infection	Infection des tissus mous
Soft tissue inflammation	Inflammation des tissus mous
Soft tissue injury	Lésion des tissus mous
Soft tissue necrosis	Nécrose des tissus mous
Solar dermatitis	Dermatite solaire
